342.767744	822.468692	0.000000	364.503185	6.254756
343.859926	822.468706	0.000000	364.503179	6.256044
343.880892	822.468759	1280.000000	364.503156	6.257332
342.384717	822.468820	1600.000000	364.503128	6.257332
342.578165	822.468868	1480.000000	364.503107	6.258619
342.325741	822.468938	1650.000000	364.503076	6.258619
342.991532	822.468999	1650.000000	364.503049	6.258619
341.798922	822.469070	1650.000000	364.503018	6.258619
342.199762	822.469124	1620.000000	364.502994	6.259907
344.432699	822.469196	1410.000000	364.502962	6.261195
342.815397	822.469241	1120.000000	364.502942	6.262482
341.162309	822.469294	1120.000000	364.502918	6.261195
343.364543	822.469352	950.000000	364.502893	6.265058
343.440427	822.469426	1060.000000	364.502860	6.263770
342.974791	822.469486	870.000000	364.502833	6.265058
342.611273	822.469555	840.000000	364.502803	6.263770
342.308604	822.469616	700.000000	364.502776	6.267633
344.304935	822.469664	560.000000	364.502755	6.267633
345.586155	822.469727	390.000000	364.502727	6.267633
342.736181	822.469775	510.000000	364.502706	6.268920
343.741827	822.469848	520.000000	364.502673	6.270208
342.869982	822.469850	480.000000	364.502672	6.270208
343.250007	822.469792	400.000000	364.502698	6.268920
344.140524	822.469750	440.000000	364.502716	6.268920
342.313284	822.469689	410.000000	364.502744	6.262482
345.750250	822.469648	570.000000	364.502761	6.266345
344.476183	822.469591	430.000000	364.502787	6.266345
341.937668	822.469547	530.000000	364.502806	6.265058
342.854524	822.469471	700.000000	364.502840	6.263770
343.984821	822.469422	730.000000	364.502862	6.263770
339.964501	822.469348	670.000000	364.502895	6.261195
341.188742	822.469296	860.000000	364.502917	6.261195
343.182054	822.469233	1140.000000	364.502946	6.261195
342.311729	822.469189	980.000000	364.502965	6.259907
343.846301	822.469124	1170.000000	364.502994	6.259907
343.400971	822.469061	1220.000000	364.503022	6.258619
339.955441	822.468998	1240.000000	364.503050	6.257332
342.026006	822.468926	1240.000000	364.503081	6.257332
341.565871	822.468875	1130.000000	364.503104	6.257332
340.627520	822.468819	1290.000000	364.503129	6.256044
342.432268	822.468769	1180.000000	364.503151	6.254756
340.847813	822.468706	1300.000000	364.503179	6.254756
340.955404	822.468650	1270.000000	364.503204	6.253469
340.196471	822.468582	1260.000000	364.503234	6.253469
343.855374	822.468527	1240.000000	364.503258	6.252181
342.193593	822.468461	1150.000000	364.503288	6.253469
345.179410	822.468414	1090.000000	364.503309	6.253469
340.886142	822.468349	840.000000	364.503337	6.250894
339.614529	822.468303	870.000000	364.503358	6.249606
342.821528	822.468236	670.000000	364.503387	6.250894
341.919483	822.468185	630.000000	364.503410	6.249606
342.052631	822.468107	460.000000	364.503444	6.249606
340.442178	822.468054	460.000000	364.503468	6.249606
339.692057	822.467989	450.000000	364.503497	6.248318
341.544055	822.467926	380.000000	364.503525	6.249606
342.417176	822.467877	340.000000	364.503546	6.249606
343.777016	822.467819	310.000000	364.503572	6.249606
341.243258	822.467754	300.000000	364.503601	6.248318
341.948726	822.467687	290.000000	364.503631	6.248318
341.708792	822.467626	240.000000	364.503658	6.248318
342.982272	822.467563	420.000000	364.503686	6.247031
340.826732	822.467512	350.000000	364.503708	6.247031
341.332465	822.467452	320.000000	364.503735	6.247031
342.615617	822.467404	660.000000	364.503756	6.247031
343.298895	822.467334	460.000000	364.503787	6.247031
340.160534	822.467279	380.000000	364.503811	6.247031
339.516925	822.467208	290.000000	364.503843	6.247031
339.948630	822.467150	310.000000	364.503869	6.245743
340.549806	822.467089	290.000000	364.503896	6.244455
338.988720	822.467038	330.000000	364.503918	6.247031
339.005901	822.466980	300.000000	364.503944	6.245743
341.615046	822.466972	390.000000	364.503947	6.247031
341.072033	822.467016	320.000000	364.503928	6.245743
342.171497	822.467068	350.000000	364.503905	6.245743
342.323856	822.467117	600.000000	364.503883	6.245743
341.051982	822.467173	350.000000	364.503858	6.247031
341.482709	822.467234	300.000000	364.503832	6.247031
342.264241	822.467305	370.000000	364.503800	6.247031
340.627638	822.467358	470.000000	364.503777	6.248318
341.296297	822.467419	310.000000	364.503750	6.248318
344.300424	822.467466	400.000000	364.503729	6.248318
341.380272	822.467533	330.000000	364.503699	6.248318
342.944188	822.467582	390.000000	364.503677	6.249606
341.057682	822.467651	380.000000	364.503646	6.248318
341.362912	822.467711	350.000000	364.503620	6.248318
341.351468	822.467782	370.000000	364.503588	6.249606
343.515486	822.467835	440.000000	364.503565	6.250894
342.563318	822.467887	520.000000	364.503542	6.249606
342.259966	822.467943	410.000000	364.503517	6.249606
342.415554	822.468001	400.000000	364.503491	6.249606
341.313193	822.468063	460.000000	364.503464	6.249606
340.972326	822.468127	520.000000	364.503436	6.252181
343.064304	822.468207	560.000000	364.503400	6.249606
343.387048	822.468255	750.000000	364.503379	6.252181
340.873832	822.468316	580.000000	364.503352	6.252181
342.696273	822.468365	710.000000	364.503330	6.250894
342.171135	822.468430	830.000000	364.503301	6.252181
344.699602	822.468484	1060.000000	364.503277	6.253469
343.268376	822.468558	990.000000	364.503244	6.253469
342.255446	822.468613	1120.000000	364.503220	6.254756
341.834990	822.468680	1020.000000	364.503191	6.254756
343.044588	822.468732	1370.000000	364.503168	6.257332
342.567187	822.468791	1430.000000	364.503141	6.257332
343.664214	822.468844	1290.000000	364.503118	6.256044
341.590124	822.468910	1400.000000	364.503088	6.257332
343.685842	822.468964	1450.000000	364.503065	6.259907
341.837510	822.469038	1490.000000	364.503032	6.258619
343.780110	822.469096	1180.000000	364.503006	6.258619
340.316616	822.469162	1100.000000	364.502977	6.261195
344.494329	822.469209	1100.000000	364.502956	6.257332
343.323990	822.469268	980.000000	364.502930	6.262482
344.739506	822.469340	1080.000000	364.502898	6.263770
342.957855	822.469398	680.000000	364.502872	6.266345
343.586750	822.469470	600.000000	364.502840	6.262482
345.252412	822.469525	660.000000	364.502816	6.263770
344.119781	822.469589	440.000000	364.502788	6.266345
343.183566	822.469631	540.000000	364.502769	6.265058
342.495352	822.469694	380.000000	364.502741	6.266345
342.791505	822.469742	460.000000	364.502720	6.267633
341.664247	822.469818	320.000000	364.502686	6.267633
342.061609	822.469874	360.000000	364.502662	6.271496
343.469501	822.469885	330.000000	364.502657	6.270208
341.636614	822.469836	400.000000	364.502678	6.267633
343.856841	822.469774	660.000000	364.502706	6.266345
342.655216	822.469725	430.000000	364.502728	6.266345
342.658603	822.469667	380.000000	364.502753	6.265058
343.916980	822.469626	600.000000	364.502771	6.265058
340.642629	822.469563	490.000000	364.502799	6.263770
344.140518	822.469514	420.000000	364.502821	6.262482
342.769582	822.469453	720.000000	364.502848	6.262482
341.894728	822.469392	770.000000	364.502875	6.262482
342.073542	822.469322	750.000000	364.502906	6.261195
344.294236	822.469257	880.000000	364.502935	6.261195
340.944235	822.469212	930.000000	364.502955	6.262482
344.634268	822.469152	940.000000	364.502982	6.257332
343.142595	822.469096	1290.000000	364.503006	6.257332
343.464758	822.469030	1390.000000	364.503035	6.257332
342.130064	822.468972	1290.000000	364.503061	6.258619
343.343265	822.468903	1450.000000	364.503092	6.257332
341.692627	822.468848	1390.000000	364.503116	6.256044
340.544359	822.468787	1300.000000	364.503143	6.253469
342.487843	822.468734	1290.000000	364.503167	6.254756
342.674912	822.468678	1280.000000	364.503192	6.254756
343.063009	822.468623	1450.000000	364.503216	6.253469
342.355490	822.468550	1030.000000	364.503248	6.253469
342.623361	822.468497	950.000000	364.503272	6.253469
342.006575	822.468425	1070.000000	364.503304	6.252181
343.287246	822.468383	860.000000	364.503322	6.250894
341.079810	822.468321	780.000000	364.503350	6.250894
343.010193	822.468273	710.000000	364.503371	6.250894
