107.572129	822.469510	0.000000	364.502823	0.162943	0.072809
106.235155	822.469535	6346.666667	364.502812	0.162943	0.124314
107.113041	822.469568	5080.000000	364.502797	0.162943	0.129465
106.785470	822.469590	4546.666667	364.502787	0.162943	0.132040
104.333805	822.469630	3940.000000	364.502769	0.162943	0.133328
106.104014	822.469796	2586.666667	364.502696	0.162943	0.134615
109.371114	822.469831	1493.333333	364.502681	0.162943	0.134615
107.310659	822.469871	1020.000000	364.502663	0.162943	0.135903
105.080456	822.469878	1153.333333	364.502660	0.162943	0.135903
105.174999	822.469885	866.666667	364.502656	0.162943	0.134615
108.035811	822.469887	760.000000	364.502656	0.162943	0.135903
107.942879	822.469919	773.333333	364.502641	0.162943	0.135903
105.326099	822.469987	706.666667	364.502611	0.162943	0.135903
106.204315	822.470044	433.333333	364.502586	0.162943	0.135903
105.642819	822.470096	286.666667	364.502563	0.162943	0.135903
105.310148	822.470130	226.666667	364.502548	0.162943	0.135903
106.889244	822.470241	246.666667	364.502499	0.162943	0.135903
107.423045	822.470320	133.333333	364.502464	0.164231	0.135903
106.303667	822.470361	253.333333	364.502446	0.164231	0.135903
103.222066	822.470383	140.000000	364.502436	0.162943	0.135903
108.147566	822.470406	133.333333	364.502426	0.162943	0.135903
104.735457	822.470429	113.333333	364.502415	0.162943	0.135903
105.795645	822.470448	126.666667	364.502407	0.162943	0.135903
106.268011	822.470494	100.000000	364.502387	0.164231	0.135903
106.996483	822.470559	146.666667	364.502358	0.162943	0.135903
107.414775	822.470632	100.000000	364.502326	0.162943	0.135903
106.528496	822.470668	86.666667	364.502309	0.162943	0.137191
106.606875	822.470736	146.666667	364.502279	0.162943	0.137191
105.548507	822.470798	66.666667	364.502252	0.164231	0.135903
107.113785	822.470817	133.333333	364.502244	0.162943	0.135903
106.962817	822.470857	80.000000	364.502226	0.162943	0.137191
106.664181	822.470900	100.000000	364.502207	0.162943	0.135903
107.066779	822.470948	100.000000	364.502186	0.164231	0.137191
106.105398	822.471012	113.333333	364.502157	0.162943	0.135903
109.738537	822.471052	46.666667	364.502140	0.162943	0.135903
104.363200	822.471062	100.000000	364.502135	0.162943	0.137191
110.073759	822.471088	193.333333	364.502124	0.162943	0.137191
107.707327	822.471132	80.000000	364.502104	0.162943	0.135903
108.297396	822.471282	120.000000	364.502037	0.162943	0.137191
104.483053	822.471370	86.666667	364.501998	0.162943	0.135903
108.312598	822.471404	120.000000	364.501984	0.162943	0.135903
107.144839	822.471418	120.000000	364.501977	0.162943	0.135903
105.523169	822.471440	113.333333	364.501967	0.162943	0.135903
108.832733	822.471454	113.333333	364.501961	0.162943	0.135903
104.257729	822.471475	93.333333	364.501952	0.162943	0.135903
108.233072	822.471506	66.666667	364.501938	0.164231	0.135903
106.588724	822.471550	93.333333	364.501919	0.162943	0.135903
107.020900	822.471621	80.000000	364.501887	0.162943	0.135903
107.103825	822.471752	53.333333	364.501829	0.162943	0.135903
105.759579	822.471792	60.000000	364.501812	0.162943	0.135903
108.553690	822.471822	86.666667	364.501798	0.162943	0.135903
103.956033	822.471835	80.000000	364.501792	0.164231	0.135903
106.292283	822.471854	100.000000	364.501784	0.162943	0.137191
105.882983	822.471850	80.000000	364.501786	0.162943	0.137191
104.258821	822.471849	86.666667	364.501786	0.162943	0.137191
104.417785	822.471824	80.000000	364.501797	0.162943	0.137191
107.349405	822.471814	113.333333	364.501802	0.162943	0.137191
104.543299	822.471762	126.666667	364.501825	0.162943	0.137191
106.340309	822.471697	80.000000	364.501854	0.162943	0.137191
105.923685	822.471627	113.333333	364.501884	0.162943	0.137191
106.212446	822.471543	53.333333	364.501922	0.162943	0.135903
106.176719	822.471510	100.000000	364.501936	0.162943	0.135903
106.922641	822.471480	93.333333	364.501950	0.162943	0.135903
107.173125	822.471457	86.666667	364.501960	0.162943	0.135903
105.960558	822.471429	113.333333	364.501972	0.162943	0.135903
104.791179	822.471423	106.666667	364.501975	0.162943	0.135903
110.221467	822.471399	73.333333	364.501986	0.164231	0.135903
105.051478	822.471377	180.000000	364.501995	0.162943	0.134615
105.014731	822.471286	153.333333	364.502036	0.164231	0.135903
105.598264	822.471168	86.666667	364.502088	0.162943	0.135903
107.770431	822.471085	93.333333	364.502125	0.162943	0.134615
109.542124	822.471061	73.333333	364.502135	0.162943	0.134615
103.612060	822.471043	93.333333	364.502143	0.162943	0.134615
107.807236	822.471022	120.000000	364.502153	0.162943	0.134615
105.921394	822.471005	53.333333	364.502160	0.162943	0.134615
107.597674	822.470969	46.666667	364.502176	0.162943	0.134615
106.004171	822.470931	80.000000	364.502193	0.162943	0.134615
107.010441	822.470893	80.000000	364.502210	0.162943	0.133328
105.602861	822.470832	140.000000	364.502237	0.164231	0.130752
107.444312	822.470744	133.333333	364.502276	0.162943	0.130752
104.029085	822.470681	86.666667	364.502304	0.162943	0.129465
108.619364	822.470650	113.333333	364.502318	0.162943	0.128177
106.799556	822.470635	53.333333	364.502324	0.162943	0.128177
105.094921	822.470610	113.333333	364.502335	0.162943	0.126890
106.575494	822.470565	133.333333	364.502355	0.162943	0.125602
105.403845	822.470491	180.000000	364.502388	0.162943	0.125602
108.147086	822.470433	80.000000	364.502414	0.162943	0.124314
103.216664	822.470399	100.000000	364.502429	0.162943	0.124314
105.516972	822.470388	60.000000	364.502434	0.162943	0.123027
106.141406	822.470348	206.666667	364.502451	0.162943	0.120451
105.648850	822.470322	173.333333	364.502463	0.162943	0.121739
105.671153	822.470247	133.333333	364.502496	0.162943	0.120451
106.648795	822.470153	200.000000	364.502538	0.162943	0.119164
105.949111	822.470094	280.000000	364.502564	0.164231	0.119164
106.393851	822.470020	360.000000	364.502597	0.162943	0.119164
107.276612	822.469990	520.000000	364.502610	0.162943	0.119164
